20260713103743.387,rock,scissors,win
20260713103756.306,rock,paper,lose
20260713103800.219,rock,rock,draw
20260713103800.421,rock,scissors,win
20260713103823.950,scissors,rock,lose
20260713103825.376,scissors,paper,win
20260713103841.776,paper,scissors,lose
20260713103841.929,paper,rock,win
20260713103842.097,paper,paper,draw
